name,N,cloud_var,cloud_mean,cloud_mean_func,train_method,train_algorithm,elapsed_iterations,function_evaluations,clock_time,cpu_time,max_iterations,epsilon,var_epsilon,learning_rate,kernel_a,alpha_init,alpha_rate,beta,gamma,gamma_rate
Ackley function,9,7.838990616273036e-07,[-6.90297e-06  4.81009e-06],2.3799019373882402e-05,gradient_free,euler_adaptive,30,270,0.01416740000001937,0.0,10000,0,1e-06,0.01,1,0,1,0,0,0
