name,N,cloud_var,train_method,function_evaluations,clock_time,cpu_time,max_iterations,var_epsilon,learning_rate,kernel_a,alpha_init,alpha_rate,beta,gamma
Function2,50,0.0011390938993274952,swarm_derivfree,100000,0.46981050000000835,0.46875,2000,0,0.01,0.01,0,1,0,10
