name,N,cloud_var,train_method,function_evaluations,clock_time,cpu_time,max_iterations,var_epsilon,learning_rate,kernel_a,alpha_init,alpha_rate,beta,gamma
Rosenbrock function 10D,50,9.997459120447174e-06,swarm_derivfree,350350,4.366837100000339,4.34375,10000,1e-05,0.01,1,0,0.1,0,1
